2021-HWC_WV
Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2021,2021 HWC,"Dental Visit - Women - $50-$74,999",West Virginia,,65.8,,78.7,53,AHR data,
2021,2021 HWC,"Dental Visit - Women - $75,000 or More",West Virginia,10,85.1,1.22,91.8,78.5,AHR data,
2021,2021 HWC,Dental Visit - Women - Ages 18-24,West Virginia,24,69.5,0,79.9,59.2,AHR data,
2021,2021 HWC,Dental Visit - Women - Ages 25-34,West Virginia,39,59.6,-0.87,67,52.3,AHR data,
2021,2021 HWC,Dental Visit - Women - Ages 35-44,West Virginia,50,57.2,-1.96,63.5,50.9,AHR data,
2021,2021 HWC,Dental Visit - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Dental Visit - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Dental Visit - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Dental Visit - Women - College Grad,West Virginia,41,75.7,-0.58,81.6,69.7,AHR data,
2021,2021 HWC,Dental Visit - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Dental Visit - Women - High School/GED,West Virginia,42,52,-0.97,61.7,42.3,AHR data,
2021,2021 HWC,Dental Visit - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Dental Visit - Women - Less than $25,000",West Virginia,,37.7,,46.5,28.8,AHR data,
2021,2021 HWC,Dental Visit - Women - Less than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,Dental Visit - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Dental Visit - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Dental Visit - Women - Some Post-High School,West Virginia,50,52,-2,61.1,43,AHR data,
2021,2021 HWC,Dental Visit - Women - White,West Virginia,46,61.6,-1.44,66.3,56.9,AHR data,
2021,2021 HWC,Depression,West Virginia,47,6.3,1.85,8.3,4.4,AHR data,
2021,2021 HWC,Depression - Women,West Virginia,50,38.4,2,41.7,35.2,AHR data,
2021,2021 HWC,"Depression - Women - $25-$49,999",West Virginia,42,33.6,1.25,40.6,26.6,AHR data,
2021,2021 HWC,"Depression - Women - $50-$74,999",West Virginia,21,23.4,-0.15,31.7,15.1,AHR data,
2021,2021 HWC,"Depression - Women - $75,000 or More",West Virginia,46,26.0,1.4,31.6,20.3,AHR data,
2021,2021 HWC,Depression - Women - Ages 18-24,West Virginia,50,39.5,2,47.2,31.7,AHR data,
2021,2021 HWC,Depression - Women - Ages 25-34,West Virginia,50,40.7,2,45.9,35.4,AHR data,
2021,2021 HWC,Depression - Women - Ages 35-44,West Virginia,50,35.5,2,39.8,31.2,AHR data,
2021,2021 HWC,Depression - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Depression - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Depression - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Depression - Women - College Grad,West Virginia,42,24.9,1.26,29.4,20.4,AHR data,
2021,2021 HWC,Depression - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Depression - Women - High School/GED,West Virginia,50,47.5,2,54.3,40.7,AHR data,
2021,2021 HWC,Depression - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Depression - Women - Less than $25,000",West Virginia,48,56.8,2,63.4,50.2,AHR data,
2021,2021 HWC,Depression - Women - Less than High School,West Virginia,,54.1,,69,39.3,AHR data,
2021,2021 HWC,Depression - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Depression - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Depression - Women - Some Post-High School,West Virginia,44,37.8,1.38,43.8,31.8,AHR data,
2021,2021 HWC,Depression - Women - White,West Virginia,46,37.8,1.46,41.1,34.4,AHR data,
2021,2021 HWC,Developmental Screening,West Virginia,16,42,0.56,54.4,29.7,AHR data,
2021,2021 HWC,Diabetes - Women,West Virginia,50,5.7,2,7.1,4.2,AHR data,
2021,2021 HWC,"Diabetes - Women - $25-$49,999",West Virginia,,,,,,AHR data,
2021,2021 HWC,"Diabetes - Women - $50-$74,999",West Virginia,,,,,,AHR data,
2021,2021 HWC,"Diabetes - Women - $75,000 or More",West Virginia,,,,,,AHR data,
2021,2021 HWC,Diabetes - Women - Ages 18-24,West Virginia,,,,,,AHR data,
2021,2021 HWC,Diabetes - Women - Ages 25-34,West Virginia,,5.1,,7.5,2.6,AHR data,
2021,2021 HWC,Diabetes - Women - Ages 35-44,West Virginia,,8.9,,11.5,6.3,AHR data,
2021,2021 HWC,Diabetes - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Diabetes - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Diabetes - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Diabetes - Women - College Grad,West Virginia,,3.4,,5.3,1.6,AHR data,
2021,2021 HWC,Diabetes - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Diabetes - Women - High School/GED,West Virginia,,10.6,,14.7,6.4,AHR data,
2021,2021 HWC,Diabetes - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Diabetes - Women - Less than $25,000",West Virginia,,13.7,,18.4,9.1,AHR data,
2021,2021 HWC,Diabetes - Women - Less than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,Diabetes - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Diabetes - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Diabetes - Women - Some Post-High School,West Virginia,,4.8,,7.3,2.3,AHR data,
2021,2021 HWC,Diabetes - Women - White,West Virginia,,5.9,,7.4,4.3,AHR data,
2021,2021 HWC,Discrimination,West Virginia,3,2,-1.84,2.9,1,AHR data,
2021,2021 HWC,Domestic violence,West Virginia,45,7.3,1.16,9,5.6,AHR data,
2021,2021 HWC,Drinking Water Violations,West Virginia,50,10.2,2,,,AHR data,
2021,2021 HWC,Drive Alone to Work - Women,West Virginia,43,82,1.13,83.3,80.7,AHR data,
2021,2021 HWC,Drug Deaths - Women,West Virginia,50,67.4,,71,61.7,AHR data,
2021,2021 HWC,Drug Deaths - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Drug Deaths - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,Drug Deaths - Women - White,West Virginia,,70.1,,76.1,64,AHR data,
2021,2021 HWC,Dual Contraceptive Nonuse - Youth,West Virginia,,85.5,-1.48,90.2,79.1,AHR data,
2021,2021 HWC,Early Childhood Education,West Virginia,49,31.3,-2,36.9,25.7,AHR data,
2021,2021 HWC,E-cigarette Use - Women,West Virginia,44,7,1.5,9.2,4.8,AHR data,
2021,2021 HWC,"E-cigarette Use - Women - $25-$49,999",West Virginia,,,,15,3,AHR data,
2021,2021 HWC,"E-cigarette Use - Women - $50-$74,999",West Virginia,,,,5.8,0,AHR data,
2021,2021 HWC,"E-cigarette Use - Women - $75,000 or More",West Virginia,,,,8,0.4,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Ages 18-24,West Virginia,,,,9.5,0.2,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Ages 25-34,West Virginia,,7,,10.2,3.8,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Ages 35-44,West Virginia,,8.6,,12.2,5,AHR data,
2021,2021 HWC,E-cigarette Use - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,E-cigarette Use - Women - College Grad,West Virginia,,,,3.6,0.3,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,E-cigarette Use - Women - High School/GED,West Virginia,,10.4,,15.4,5.5,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"E-cigarette Use - Women - Less Than $25,000",West Virginia,,12.8,,18,7.5,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Less Than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,E-cigarette Use - Women - Some Post-High School,West Virginia,,11.4,,16.6,6.1,AHR data,
2021,2021 HWC,E-cigarette Use - Women - White,West Virginia,,7.4,,9.7,5,AHR data,
2021,2021 HWC,Economic Resources - Children,West Virginia,37,-0.071,-0.071,,,AHR data,
2021,2021 HWC,Economic Resources - Women,West Virginia,47,-1.159,-1.159,,,AHR data,
2021,2021 HWC,Education - Children,West Virginia,34,-0.26,-0.26,,,AHR data,
2021,2021 HWC,Education - Women,West Virginia,40,-0.91,-0.91,,,AHR data,
2021,2021 HWC,Electronic Vapor Product Use - Youth,West Virginia,,35.7,0.52,41.1,30.7,AHR data,
2021,2021 HWC,Excessive Drinking - Women,West Virginia,2,11.9,-1.97,14.1,9.8,AHR data,
2021,2021 HWC,"Excessive Drinking - Women - $25-$49,999",West Virginia,,11.4,,16.2,6.6,AHR data,
2021,2021 HWC,"Excessive Drinking - Women - $50-$74,999",West Virginia,,11.8,,18.6,5,AHR data,
2021,2021 HWC,"Excessive Drinking - Women - $75,000 or More",West Virginia,3,13.5,-2,17.6,9.3,AHR data,
2021,2021 HWC,Excessive Drinking - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Excessive Drinking - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Excessive Drinking - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Excessive Drinking - Women - College Grad,West Virginia,2,13.0,-2,16.5,9.5,AHR data,
2021,2021 HWC,Excessive Drinking - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Excessive Drinking - Women - High School/GED,West Virginia,,7.9,,11.3,4.5,AHR data,
2021,2021 HWC,Excessive Drinking - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Excessive Drinking - Women - Less Than $25,000",West Virginia,,8.8,,12.7,4.9,AHR data,
2021,2021 HWC,Excessive Drinking - Women - Less than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,Excessive Drinking - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Excessive Drinking - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Excessive Drinking - Women - Some Post-High School,West Virginia,1,9.8,-2,13.9,5.7,AHR data,
2021,2021 HWC,Excessive Drinking - Women - White,West Virginia,3,11.7,-2,13.9,9.5,AHR data,
2021,2021 HWC,Excessive Drinking - Women Ages 18-24,West Virginia,5,15.5,-1.34,21,10,AHR data,
2021,2021 HWC,Excessive Drinking - Women Ages 25-34,West Virginia,1,11.3,-2,14.6,7.9,AHR data,
2021,2021 HWC,Excessive Drinking - Women Ages 35-44,West Virginia,2,10.0,-1.73,12.7,7.3,AHR data,
2021,2021 HWC,Exercise - Women,West Virginia,20,22.1,0.18,26.1,18.1,AHR data,
2021,2021 HWC,"Exercise - Women - $25-$49,999",West Virginia,,29.6,,39.5,19.8,AHR data,
2021,2021 HWC,"Exercise - Women - $50-$74,999",West Virginia,,,,,,AHR data,
2021,2021 HWC,"Exercise - Women - $75,000 or More",West Virginia,46,20.1,-1.23,27.1,13.1,AHR data,
2021,2021 HWC,Exercise - Women - Ages 18-24,West Virginia,,22.0,,31.9,12.2,AHR data,
2021,2021 HWC,Exercise - Women - Ages 25-34,West Virginia,4,26.6,1.51,33.4,19.7,AHR data,
2021,2021 HWC,Exercise - Women - Ages 35-44,West Virginia,37,18.0,-0.57,23,13,AHR data,
2021,2021 HWC,Exercise - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Exercise - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Exercise - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Exercise - Women - College Grad,West Virginia,35,22.9,-0.47,29.3,16.4,AHR data,
2021,2021 HWC,Exercise - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Exercise - Women - High School/GED,West Virginia,,21.2,,29.6,12.8,AHR data,
2021,2021 HWC,Exercise - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Exercise - Women - Less Than $25,000",West Virginia,,19.9,,28.2,11.6,AHR data,
2021,2021 HWC,Exercise - Women - Less Than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,Exercise - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Exercise - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Exercise - Women - Some Post-High School,West Virginia,,25.6,,33.6,17.5,AHR data,
2021,2021 HWC,Exercise - Women - White,West Virginia,32,21.9,-0.33,26.1,17.7,AHR data,
2021,2021 HWC,Female-headed household,West Virginia,,11.1,,11.4,10.8,AHR data,
2021,2021 HWC,Flourishing,West Virginia,47,65.8,-1.7,69.3,62.2,AHR data,
2021,2021 HWC,Flourishing - Ages 6 mo-5 yr,West Virginia,29,82.9,0.2,89.2,76.6,AHR data,
2021,2021 HWC,Flourishing - Ages 6-17,West Virginia,48,58.1,-2,62.3,53.9,AHR data,
2021,2021 HWC,Flu Vaccination - Women,West Virginia,13,37.1,1.06,40.4,33.9,AHR data,
2021,2021 HWC,"Flu Vaccination - Women - $25-$49,999",West Virginia,11,32.4,1.22,39.1,25.7,AHR data,
2021,2021 HWC,"Flu Vaccination - Women - $50-$74,999",West Virginia,34,32.1,-0.15,41.5,22.6,AHR data,
2021,2021 HWC,"Flu Vaccination - Women - $75,000 or More",West Virginia,11,50.1,1.23,56.5,43.8,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Ages 18-24,West Virginia,2,42.5,2,50.6,34.4,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Ages 25-34,West Virginia,21,35.2,0.73,40.3,30.2,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Ages 35-44,West Virginia,24,35.2,0.29,39.4,30.9,AHR data,
2021,2021 HWC,Flu Vaccination - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Flu Vaccination - Women - College Grad,West Virginia,10,50.2,1.26,55.4,44.9,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Flu Vaccination - Women - High School/GED,West Virginia,38,21.4,-0.45,26.9,15.9,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Flu Vaccination - Women - Less than $25,000",West Virginia,18,28.2,0.73,34.2,22.1,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Less than High School,West Virginia,,26.7,,39.6,13.9,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Flu Vaccination - Women - Some Post-High School,West Virginia,10,35.5,1.16,41.5,29.4,AHR data,
2021,2021 HWC,Flu Vaccination - Women - White,West Virginia,17,37.1,0.58,40.5,33.8,AHR data,
2021,2021 HWC,Food Insecurity,West Virginia,49,15.4,1.98,18.1,12.7,AHR data,
2021,2021 HWC,Food Sufficiency,West Virginia,45,62.3,-1.47,66,58.7,AHR data,
2021,2021 HWC,Foster Care Instability,West Virginia,3,9.5,-1.27,10.2,8.8,AHR data,
2021,2021 HWC,Fourth Grade Reading Proficiency,West Virginia,44,30.3,-0.94,,,AHR data,
2021,2021 HWC,Fourth Grade Reading Proficiency - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fourth Grade Reading Proficiency - Asian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fourth Grade Reading Proficiency - Black,West Virginia,,16,,,,AHR data,
2021,2021 HWC,Fourth Grade Reading Proficiency - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fourth Grade Reading Proficiency - White,West Virginia,50,31.1,,,,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women,West Virginia,50,26.3,2,29.3,23.2,AHR data,
2021,2021 HWC,"Frequent Mental Distress - Women - $25-$49,999",West Virginia,35,22.0,0.89,28.1,16,AHR data,
2021,2021 HWC,"Frequent Mental Distress - Women - $50-$74,999",West Virginia,,18.4,,25.9,10.8,AHR data,
2021,2021 HWC,"Frequent Mental Distress - Women - $75,000 or More",West Virginia,,13.9,,18.4,9.3,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Ages 18-24,West Virginia,46,30.1,1.46,37.8,22.5,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Ages 25-34,West Virginia,50,27.5,2,32.3,22.8,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Ages 35-44,West Virginia,47,22.3,2,26,18.6,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - College Grad,West Virginia,49,18.5,2,22.5,14.5,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - High School/GED,West Virginia,49,29.1,2,35.3,22.8,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Frequent Mental Distress - Women - Less Than $25,000",West Virginia,46,37.9,1.88,44.3,31.5,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Less Than High School,West Virginia,,32.9,,47.1,18.7,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - Some Post-High School,West Virginia,46,24.6,1.26,29.8,19.4,AHR data,
2021,2021 HWC,Frequent Mental Distress - Women - White,West Virginia,49,26.1,1.68,29.3,23,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women,West Virginia,46,11.2,1.86,13.2,9.3,AHR data,
2021,2021 HWC,"Frequent Physical Distress - Women - $25-$49,999",West Virginia,,9.8,,13.8,5.9,AHR data,
2021,2021 HWC,"Frequent Physical Distress - Women - $50-$74,999",West Virginia,,,,,,AHR data,
2021,2021 HWC,"Frequent Physical Distress - Women - $75,000 or More",West Virginia,,5.9,,8.8,3,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Ages 18-24,West Virginia,,6.7,,10.6,2.8,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Ages 25-34,West Virginia,43,10.2,1.33,13.3,7.2,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Ages 35-44,West Virginia,49,15.5,2,18.8,12.2,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - College Grad,West Virginia,,5.8,,8,3.5,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - High School/GED,West Virginia,,17.7,,22.5,12.9,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Frequent Physical Distress - Women - Less Than $25,000",West Virginia,,22.6,,28,17.2,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Less Than High School,West Virginia,,26.3,,39.7,13,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - Some Post-High School,West Virginia,,11.6,,15.3,7.9,AHR data,
2021,2021 HWC,Frequent Physical Distress - Women - White,West Virginia,44,11.4,1.2,13.5,9.3,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women,West Virginia,42,8.2,-0.91,10.9,5.5,AHR data,
2021,2021 HWC,"Fruit and Vegetable Consumption - Women - $25-$49,999",West Virginia,,,,,,AHR data,
2021,2021 HWC,"Fruit and Vegetable Consumption - Women - $50-$74,999",West Virginia,,,,,,AHR data,
2021,2021 HWC,"Fruit and Vegetable Consumption - Women - $75,000 or More",West Virginia,,9.2,,14.4,4,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Ages 18-24,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Ages 25-34,West Virginia,,8.7,,13,4.4,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Ages 35-44,West Virginia,,5.9,,8.7,3,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - College Grad,West Virginia,,8.8,,13,4.7,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - High School/GED,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"Fruit and Vegetable Consumption - Women - Less Than $25,000",West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Less Than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - Some Post-High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,Fruit and Vegetable Consumption - Women - White,West Virginia,,8.4,,11.3,5.6,AHR data,
2021,2021 HWC,Gender Pay Gap,West Virginia,41,76.2,-0.99,79.1,73.3,AHR data,
2021,2021 HWC,Health Outcomes - Children,West Virginia,50,-0.758,-0.758,,,AHR data,
2021,2021 HWC,Health Outcomes - HWC,West Virginia,50,-0.956,-0.956,,,AHR data,
2021,2021 HWC,Health Outcomes - Women,West Virginia,48,-1.235,-1.235,,,AHR data,
2021,2021 HWC,High Blood Pressure - Women,West Virginia,46,18.6,2,22.2,15.1,AHR data,
2021,2021 HWC,"High Blood Pressure - Women - $25-$49,999",West Virginia,,22.1,,30.5,13.8,AHR data,
2021,2021 HWC,"High Blood Pressure - Women - $50-$74,999",West Virginia,,,,,,AHR data,
2021,2021 HWC,"High Blood Pressure - Women - $75,000 or More",West Virginia,,15.4,,21.5,9.3,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Ages 18-24,West Virginia,,10.1,,16.3,3,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Ages 25-34,West Virginia,,16.8,,22.4,11.1,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Ages 35-44,West Virginia,47,27.1,2,32.8,21.4,AHR data,
2021,2021 HWC,High Blood Pressure - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Blood Pressure - Women - College Grad,West Virginia,,20.0,,26,14.1,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Blood Pressure - Women - High School/GED,West Virginia,,24.2,,32.3,16,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"High Blood Pressure - Women - Less Than $25,000",West Virginia,,28.8,,37.6,20,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Less Than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Other Race,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Blood Pressure - Women - Some Post-High School,West Virginia,,17.7,,23.9,11.5,AHR data,
2021,2021 HWC,High Blood Pressure - Women - White,West Virginia,48,18.5,2,22.2,14.8,AHR data,
2021,2021 HWC,High Health Status - Children,West Virginia,34,90.4,0,92.5,88.2,AHR data,
2021,2021 HWC,High Health Status - Women,West Virginia,43,50.0,-1.02,53.3,46.7,AHR data,
2021,2021 HWC,"High Health Status - Women - $25-$49,999",West Virginia,17,51.6,0.81,58.9,44.3,AHR data,
2021,2021 HWC,"High Health Status - Women - $50-$74,999",West Virginia,21,62.3,0.36,72.1,52.6,AHR data,
2021,2021 HWC,"High Health Status - Women - $75,000 or More",West Virginia,49,62.5,-2,68.7,56.3,AHR data,
2021,2021 HWC,High Health Status - Women - Ages 18-24,West Virginia,26,56.7,0,64.5,48.9,AHR data,
2021,2021 HWC,High Health Status - Women - Ages 25-34,West Virginia,45,51.0,-0.88,56.3,45.7,AHR data,
2021,2021 HWC,High Health Status - Women - Ages 35-44,West Virginia,48,44.2,-1.26,48.6,39.8,AHR data,
2021,2021 HWC,High Health Status - Women - American Indian/Alaska Native,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Health Status - Women - Asian,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Health Status - Women - Black,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Health Status - Women - College Grad,West Virginia,45,64.4,-1.03,69.3,59.4,AHR data,
2021,2021 HWC,High Health Status - Women - Hawaiian/Pacific Islander,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Health Status - Women - High School/GED,West Virginia,41,39.9,-0.56,46.6,33.2,AHR data,
2021,2021 HWC,High Health Status - Women - Hispanic,West Virginia,,,,,,AHR data,
2021,2021 HWC,"High Health Status - Women - Less Than $25,000",West Virginia,45,26.9,-1.23,32.8,21.1,AHR data,
2021,2021 HWC,High Health Status - Women - Less than High School,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Health Status - Women - Multiracial,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Health Status - Women - Other,West Virginia,,,,,,AHR data,
2021,2021 HWC,High Health Status - Women - Some Post-High School,West Virginia,49,45.8,-1.83,52.1,39.6,AHR data,
2021,2021 HWC,High Health Status - Women - White,West Virginia,50,50.7,-2,54.2,47.3,AHR data,
2021,2021 HWC,High School Graduation,West Virginia,3,91.3,1.42,,,AHR data,
